,tsne-2d-one,tsne-2d-two
451,17.037975,-2.4616535
452,10.176401,-47.745224
453,39.710785,11.26711
454,-29.697674,67.1174
455,-33.160957,-46.81746
456,-2.1139715,-32.259365
457,37.174175,-41.88006
458,-4.0653234,22.293686
459,57.107567,13.658584
460,-45.68853,45.682484
461,66.33261,-27.276121
462,54.560863,-32.64735
463,54.4827,-32.908813
464,-57.59366,2.0783744
465,-1.7730081,22.878784
466,-6.825208,-4.053596
467,-4.680619,-49.151115
468,-54.6434,5.4072285
469,13.161971,25.382765
470,1.1963897,11.415409
471,-52.459057,43.812332
472,66.42868,-33.249447
473,-55.409496,-23.966015
474,4.535908,11.0420265
475,2.1355317,59.62625
476,-39.54591,-32.00214
477,21.645285,-32.63345
478,39.265694,-38.51245
479,17.726213,28.866829
480,-24.863943,-50.41745
481,-22.36637,58.97983
482,-47.809456,68.203224
483,-43.619175,-14.550098
484,-17.461428,41.99752
485,55.50561,3.0914247
486,-4.675891,27.040928
487,-39.968254,53.158653
488,-58.075657,42.14068
489,-33.236057,-43.100647
490,86.92603,-7.3376617
491,7.578897,-4.5824137
492,18.691504,-27.887491
493,33.981827,30.202642
494,-67.67459,38.404175
495,56.83206,-8.189714
496,-21.582691,57.79526
497,-20.769308,38.113052
498,56.289005,-3.5319545
499,36.82186,-45.71768
500,31.615345,33.808617
501,-7.167221,62.1366
502,-13.654628,-23.680325
503,-0.7937597,-41.16246
504,-44.526367,-30.970556
505,23.381607,-0.015059266
506,-26.536896,-50.956203
507,23.497099,7.5094333
508,36.762802,-40.600403
509,8.664078,-2.38843
510,-54.915836,10.638068
511,-33.56256,15.065292
512,9.608318,-45.080925
513,7.3218746,-42.872963
514,60.720432,-27.057865
515,13.75688,5.74317
516,24.39934,-45.193047
517,56.272392,-37.847504
518,-29.231768,-2.5090053
519,-23.543468,41.315758
520,-1.657816,-6.9647994
521,-22.151829,47.73572
522,-52.876045,64.01263
523,-8.892528,-60.11402
524,36.649525,35.438816
525,62.93024,14.200922
526,28.443632,18.077757
527,40.761074,23.55798
528,29.427021,41.301544
529,-53.87765,-36.12719
530,-17.433676,50.14866
531,29.287079,2.8766165
532,-22.419363,36.827625
533,-7.367264,54.7529
534,49.595703,-42.296585
535,1.4118558,45.39078
536,10.481642,-22.175852
537,-37.579517,-50.084618
538,-2.8062477,-6.7338195
539,21.494211,-38.068512
540,7.9708686,-0.45744187
541,-4.5628314,48.34525
542,-28.767715,-39.354588
543,8.632232,34.46724
544,-5.125035,53.45456
545,62.276787,0.590643
546,66.12743,19.044483
547,18.571415,-27.665443
548,27.485584,2.899842
549,45.694736,-9.660988
550,-45.976967,25.526703
551,-45.525078,-27.033115
552,50.13117,3.409588
553,-20.162495,-20.938814
554,-66.64986,31.2862
555,-21.977303,18.951523
556,7.357716,52.623116
557,-50.73616,33.28336
558,-36.686653,42.977974
559,72.35133,-28.309715
560,-54.903667,36.736362
561,80.63443,15.7068405
562,-22.860401,54.27024
563,-5.188799,7.407559
564,51.769382,11.109471
565,-39.49422,41.703953
566,35.2481,-45.552814
567,51.888176,11.4542265
568,51.950073,-39.135624
569,27.261045,32.267014
570,11.546605,16.077463
571,-25.146397,38.4613
572,-2.3142147,16.745388
573,36.722748,4.0445914
574,28.939539,-4.5162563
575,-34.074524,46.466724
576,20.026365,-3.5382934
577,14.906227,10.665489
578,-6.468145,2.8854468
579,-66.1532,29.005016
580,-6.442788,2.1006699
581,80.14185,-15.79021
582,-14.319681,-44.47894
583,-47.078495,25.900042
584,-60.39558,-32.790253
585,-46.809307,59.461426
586,63.24709,13.10927
587,65.37045,-31.24555
588,30.005833,26.563854
589,-15.252477,46.672005
590,38.65428,11.4569025
591,28.942642,6.223939
592,60.794006,9.54556
593,-57.741043,38.563267
594,49.36765,-42.923244
595,32.753754,6.4793763
596,-9.553629,11.373485
597,86.95467,-8.070372
598,-38.273277,43.086727
599,-16.90307,62.948765
600,54.42932,-58.187042
601,-9.488424,-2.663984
602,73.207985,-28.95647
603,-8.92858,11.119306
604,-19.415949,3.1124206
605,-51.532482,12.494786
606,24.56347,-1.8447142
607,64.454285,-33.795876
608,75.157104,16.622328
609,-3.5879645,-35.14399
610,-29.016317,27.961555
611,62.618214,16.096409
612,11.690583,-26.310968
613,-4.61774,-25.977575
614,20.624094,5.7099967
615,-16.863966,-64.98508
616,-42.56875,54.60411
617,-51.44769,27.16712
618,16.997145,-6.9265056
619,-67.04018,-31.344158
620,61.013596,12.150156
621,-0.13628025,9.937727
622,-15.54469,35.5749
623,51.97073,-56.96366
624,0.4941396,-30.693134
625,88.06413,-6.129404
626,-72.24734,29.515976
627,-14.7044735,39.288025
628,-34.360332,64.25434
629,24.66177,-44.066658
630,-17.720324,63.631023
631,5.5637803,21.53556
632,15.522751,-43.281998
633,11.630643,-53.889175
634,-27.398365,69.80079
635,11.402272,-55.44707
636,-52.04425,68.002426
637,32.833046,36.875145
638,-43.59672,-14.495902
639,-37.644024,34.019226
640,-63.058502,-31.26877
641,4.337675,6.6342874
642,86.38241,-5.333217
643,3.7769578,-42.602207
644,56.931053,7.5007973
645,10.503703,-6.69637
646,-26.168924,-32.105675
647,-58.627163,-33.203625
648,29.221586,32.331398
649,-46.995926,57.6627
650,32.69818,-55.644024
651,-50.538166,58.643803
652,-51.73187,-34.596043
653,12.134566,-22.877792
654,70.518585,19.352718
655,6.428374,14.335239
656,69.45495,20.518192
657,27.68999,18.358986
658,9.002281,51.555267
659,-2.2116458,19.181799
660,-18.67171,36.019806
661,47.99764,2.8499787
662,-32.213272,65.103546
663,-49.22615,-35.933388
664,-12.820901,-9.259419
665,76.21716,-21.295298
666,-59.898365,36.115135
667,-31.573494,-39.555027
668,-12.444646,46.835777
669,20.238876,9.813517
670,-27.482761,13.224703
671,-6.8749323,62.93396
672,-38.165035,-41.30057
673,-43.999226,11.324541
674,25.098585,2.8656995
675,-47.731003,-35.16115
676,-71.46597,29.79756
677,34.82207,32.0756
678,-18.043688,59.68821
679,-49.161217,30.886105
680,71.33926,-45.350357
681,-36.76907,57.584824
682,-48.92486,-30.468325
683,26.345947,1.7385324
684,36.487747,41.87591
685,-11.872578,-6.6005063
686,7.9684887,-23.064783
687,21.738384,18.18087
688,37.80815,-40.733307
689,-51.099052,47.756805
690,21.671257,-31.76383
691,9.191759,37.77868
692,-64.24445,17.24725
693,2.6333232,3.6751904
694,-30.681002,-2.4492536
695,-35.249672,-42.195
696,-51.103348,-27.857622
697,-12.304802,51.007877
698,3.2442918,51.652195
699,17.508764,9.91363
700,-63.93526,-28.685373
701,74.66439,7.194294
702,-50.501045,22.301243
703,-45.876522,66.751976
704,75.14118,4.0512943
705,-53.82523,56.349712
706,-34.195,63.348675
707,-27.050983,31.94488
708,-12.455157,41.168514
709,-1.5022482,5.6024647
710,-21.83827,-15.985789
711,-22.621656,-12.511332
712,-15.244717,50.810215
713,63.739323,16.79785
714,25.305462,30.131708
715,-5.5488563,-48.407963
716,-36.403625,-36.540287
717,-17.887827,-32.570423
718,-1.6392245,13.378604
719,1.6732419,54.35736
720,41.695694,18.026604
721,79.72332,16.522387
722,-3.1885667,51.983753
723,54.36327,1.8981621
724,60.865986,-46.558872
725,-37.685085,-40.56564
726,15.939447,7.1591973
727,18.23393,15.016643
728,-2.406035,-26.173428
729,37.7322,-50.826412
730,-57.83012,54.995144
731,-2.9347029,-41.866
732,58.293564,-29.763336
733,-17.997248,63.715096
734,28.47923,2.766019
735,-56.432106,-31.194645
736,-2.268726,58.90286
737,77.22681,-22.442745
738,-2.273708,-28.30537
739,10.385347,-9.88402
740,-22.914717,62.084454
741,14.048905,39.049553
742,80.20195,-6.313048
743,41.655197,-46.648464
744,47.902786,-8.67754
745,-20.275759,-50.463913
746,-49.21761,51.6055
747,20.806166,14.875715
748,-14.72948,50.75771
749,-32.627968,-34.411427
750,62.205296,13.618644
751,28.36916,26.651001
752,-23.512724,37.045364
753,30.476915,-2.3849187
754,-37.799873,-40.840675
755,-58.30798,-25.491276
756,-49.19382,29.068602
757,-20.492533,39.196857
758,-40.371273,29.603157
759,-42.963802,24.894022
760,-41.883682,27.382637
761,-12.047803,9.724994
762,-3.7511013,58.901085
763,79.45874,14.929871
764,-19.193325,-32.58162
765,-17.301382,37.522625
766,21.041803,31.243969
767,-24.690632,-48.263992
768,-43.978657,-38.333435
769,42.601383,-45.07344
770,-11.947184,29.559755
771,-31.132183,53.036297
772,-49.386646,-33.44374
773,-35.84755,63.03112
774,-19.442518,47.234016
775,5.592011,-37.002125
776,-0.14214472,60.7823
777,-63.172432,-32.306767
778,18.097368,22.951414
779,-39.841133,-3.5832229
780,42.04593,7.6005435
781,17.269985,25.359928
782,41.152622,14.324539
783,-47.31425,-29.036793
784,-4.4530945,56.242393
785,25.023418,31.53166
786,51.39303,-40.04259
787,14.570332,36.172417
788,-29.420074,46.06367
789,-14.631728,57.863167
790,-42.70953,-45.32578
791,-15.340654,59.825367
792,34.996315,40.082905
793,3.139509,20.76182
794,64.7818,1.9415332
795,17.476261,-20.114878
796,20.586012,-39.72637
797,-56.530704,-22.222961
798,-63.25002,-29.349438
799,11.720073,-23.896805
800,36.87462,21.17118
801,35.553204,5.131635
802,-11.494047,31.349573
803,-9.133671,54.54812
804,83.84696,-15.40134
805,-6.828074,4.3998604
806,13.348984,30.155388
807,29.078455,31.130909
808,35.568703,7.072687
809,-36.467316,-30.364876
810,-68.491974,45.05058
811,20.078264,-3.838403
812,21.096014,22.080313
813,-39.539623,28.344372
814,54.473606,-49.973663
815,31.176853,0.06703831
816,5.690451,-34.03691
817,69.45765,-37.733517
818,-55.65216,-38.05358
819,33.66163,-20.568966
820,43.810738,-40.538185
821,62.60285,14.84345
822,-65.562416,52.80358
823,18.726986,-30.156658
824,-36.595837,-49.756268
825,-49.914875,59.69578
826,-43.29175,-36.929745
827,-31.861216,11.6218605
828,0.70094836,-27.98181
829,-15.889149,-12.633799
830,20.72236,-43.055473
831,-43.822372,-40.538643
832,-50.17995,50.9196
833,-51.390694,43.25444
834,44.27687,-47.425526
835,-32.9757,-43.347755
836,-30.686941,-52.314007
837,1.4209923,-52.049297
838,-15.369655,61.44719
839,12.508769,-7.2152166
840,-33.735992,-59.23938
841,-43.049488,63.40036
842,-49.913387,20.005287
843,-5.0346055,55.623806
844,20.874237,11.9115305
845,73.729576,5.9594197
846,-56.20708,8.141885
847,21.757048,11.087878
848,-24.6925,-52.42044
849,35.623848,11.028405
850,-42.00042,-48.970955
851,58.947964,-0.24106772
852,-53.760803,56.31587
853,-65.96209,20.074986
854,61.61762,13.97575
855,24.328348,15.989604
856,-32.20646,-13.675783
857,8.409192,-9.000419
858,15.833275,-35.317795
859,-49.315174,51.117023
860,54.885105,-61.222015
861,61.461323,-46.829296
862,-22.207554,58.58455
863,21.49729,-42.060852
864,38.99021,27.477488
865,30.127998,2.5338316
866,15.374011,19.884356
867,-4.171028,-50.468254
868,17.899141,-42.2251
869,10.417838,17.601841
870,37.14142,-40.68906
871,69.848236,8.615762
872,-1.941671,16.724257
873,12.340342,-36.06855
874,-43.268917,17.169172
875,16.015821,-35.619373
876,34.7141,28.709328
877,-3.2409043,-54.20475
878,21.668385,34.93173
879,-0.16898383,3.1763697
880,-54.43404,9.591422
881,-18.171162,64.39198
882,-44.400803,26.847689
883,30.245941,4.771137
884,52.19588,10.529595
885,52.685097,-42.875847
886,54.08671,-28.686998
887,23.75091,-2.097995
888,-2.165641,-46.73838
889,-45.037758,-35.483395
890,26.621662,3.6537955
891,9.857315,-49.067444
892,-0.24073018,-43.84565
893,-34.839104,62.119717
894,33.567867,23.597273
895,48.193287,8.432176
896,79.36555,3.4488664
897,9.079693,22.961031
898,-36.38196,-43.517876
899,21.346489,29.46291
900,-47.455666,-31.618126
901,0.86204,57.907047
902,-20.310144,45.0233
903,54.437828,-34.06586
904,65.01704,17.975565
905,-1.4515165,-36.99455
906,-48.01069,62.72021
907,-24.941349,-47.54319
908,-18.83136,28.656706
909,-54.01705,67.97572
910,-13.373063,30.78735
911,-51.661373,26.070229
912,25.253227,-16.745
913,-8.538945,65.239876
914,-2.4768496,-5.480043
915,9.572628,8.55574
916,1.285929,38.27379
917,-60.60171,54.858692
918,-49.37723,-28.33091
919,-19.44821,-32.109173
920,-38.369766,-38.85708
921,14.12635,-42.71269
922,-3.58099,-29.834913
923,31.318317,38.76657
924,-55.116764,62.76888
925,20.476303,0.7020978
926,47.489788,-3.007567
927,30.339754,-0.05102831
928,-20.21247,55.58867
929,-37.26311,-38.48725
930,-26.170584,-39.557526
931,-15.157596,46.951927
932,76.01577,16.644844
933,37.71924,7.273424
934,11.135337,23.730091
935,-38.549152,-14.379467
936,9.86839,13.281259
937,61.905334,-20.94296
938,24.639366,24.523226
939,52.303093,14.914095
940,43.833824,-40.95446
941,-61.478542,46.21034
942,61.716934,-46.64681
943,31.159136,-58.9674
944,-0.9813091,29.208582
945,-3.0796304,-36.566574
946,-49.4755,33.63327
947,-9.856484,43.829662
948,-49.87927,-29.853895
949,-56.127033,-30.094496
950,-14.668495,-48.686237
951,-19.70121,43.347057
952,75.18325,-36.2366
953,-22.757504,28.385418
954,-33.893253,65.67747
955,10.596573,-6.6779056
956,62.692562,-33.315414
957,34.442204,-22.70458
958,30.63293,3.6980352
959,-19.077095,49.222862
960,-45.092133,2.7545736
961,-3.1399891,1.0672712
962,-48.67381,50.176945
963,-35.088223,-39.88204
964,-25.32341,-47.324024
965,63.10656,1.6333389
966,-58.012062,36.394726
967,-35.29322,-34.46161
968,-18.130741,46.607727
969,-18.311966,16.75137
970,10.720323,21.267569
971,-5.125257,53.579403
972,79.374886,-6.23837
973,68.49661,-33.364502
974,0.9139709,-49.550243
975,41.638916,-0.5614473
976,17.81161,14.45082
977,-35.660988,-56.097866
978,13.55112,19.171118
979,-59.587093,-28.600548
980,12.9013,-25.902231
981,65.11067,9.981528
982,3.0473328,29.784296
983,-2.5853662,-5.024726
984,-47.493458,-29.000729
985,1.9489385,-28.625381
986,39.40019,-48.40081
987,-47.706036,53.209602
988,-59.45418,-25.130154
989,54.21701,-39.6891
990,14.095068,-17.04173
991,13.787576,9.092449
992,-24.426928,45.11085
993,58.19637,-2.4876394
994,-66.61014,-30.631298
995,24.575083,-39.940624
996,1.1021917,-43.709915
997,71.96137,6.6240616
998,7.822213,31.709341
999,-25.950026,51.376522
1000,-67.39046,17.945673
1001,51.286755,6.9567714
1002,1.974752,-29.408548
1003,27.49302,24.788908
1004,-61.5482,-27.637169
1005,-28.58088,45.941776
1006,-43.45872,57.72307
1007,-0.24287824,9.811753
1008,-55.9646,-30.959568
1009,66.73297,20.222286
1010,0.9357211,50.276527
1011,-51.413345,-44.62859
1012,-47.545628,51.519466
1013,-31.535997,47.27674
1014,-36.639233,-18.92378
1015,-26.960989,25.736208
1016,21.791094,-33.881992
1017,71.84594,-34.04713
1018,-0.8721997,15.2718
1019,-17.251074,-53.094433
1020,23.177938,19.332693
1021,-47.93213,-1.2350322
1022,12.599399,16.548891
1023,-8.162847,41.799976
1024,-31.61199,16.798903
1025,-29.955076,-52.599533
1026,6.2808867,10.566597
1027,-33.781155,-36.207233
1028,35.687798,31.178568
1029,-6.6771483,4.576805
1030,-33.065754,-35.76114
1031,-13.630919,-33.273582
1032,10.397067,25.290495
1033,-7.7910933,-18.250896
1034,62.41978,0.48713508
1035,72.816956,-41.429146
1036,4.918253,-34.70096
1037,-39.30373,-31.981184
1038,-55.098446,-24.204798
1039,-3.384062,36.556126
1040,-36.52085,-30.948505
1041,-28.08892,-1.15726
1042,25.910591,19.611467
1043,-21.474813,50.166462
1044,50.64719,-41.587658
1045,-34.147423,48.25055
1046,8.140812,-2.3188922
1047,81.36187,8.197125
1048,-31.238718,62.829407
1049,1.6052763,-58.592163
1050,35.21983,-24.057377
