,tsne-2d-one,tsne-2d-two
2043,-9.900383,-2.506411
2044,-4.7036223,32.823696
2045,19.779047,-11.221574
2046,-17.84886,41.266586
2047,32.661766,-58.43398
2048,-6.2505345,69.92793
2049,-18.01158,50.97591
2050,-0.17643477,20.171581
2051,-31.130474,-52.729076
2052,-28.182453,-1.1879512
2053,-47.756084,47.971645
2054,-68.89066,20.531303
2055,21.146097,-29.109915
2056,-1.0900143,4.333336
2057,65.0687,-19.486685
2058,4.9408894,-30.949947
2059,-52.3307,48.140244
2060,62.997555,19.863716
2061,52.265274,2.8707232
2062,66.527664,-29.099966
2063,-37.209732,-29.310865
2064,9.660923,20.887753
2065,7.8016543,12.240327
2066,45.640068,-37.534298
2067,59.823174,-6.335904
2068,-0.20862432,60.894863
2069,35.90045,33.0148
2070,-50.38423,48.273544
2071,-63.785984,-25.32653
2072,28.267357,32.774426
2073,25.40889,26.180525
2074,-23.466341,9.699807
2075,30.786934,8.608768
2076,23.610704,14.29779
2077,32.93682,14.196117
2078,-24.154634,-12.823331
2079,44.872257,-47.31494
2080,17.561481,-12.140994
2081,58.418076,-0.48153317
2082,3.1346414,-42.996593
2083,34.59046,4.0304193
2084,-2.7459269,57.936657
2085,1.7923667,-41.460564
2086,14.371013,12.296893
2087,64.68249,3.7122977
2088,-28.256607,68.89448
2089,-33.470303,66.09095
2090,-27.986956,33.433582
2091,-46.373573,67.9894
2092,9.645383,-45.04165
2093,-17.005585,-68.2733
2094,-27.034523,43.16525
2095,-51.941082,28.615686
2096,60.47507,9.438029
2097,53.82502,-40.579308
2098,66.36217,9.070912
2099,8.609993,31.65129
2100,19.016031,22.181623
2101,5.032437,-36.642418
2102,-5.5985403,-2.0491502
2103,-28.762354,-2.5555372
2104,-44.34747,61.33373
2105,27.64503,23.486168
2106,64.93832,6.3757586
2107,77.317055,-19.066187
2108,3.7038348,-37.612225
2109,-19.961084,64.56503
2110,-0.6377279,-29.84087
2111,3.9555023,18.131533
2112,15.524531,-45.949936
2113,6.35195,-9.360774
2114,18.627556,-12.97422
2115,-29.9814,54.72257
2116,36.456867,-40.882534
2117,-12.779495,45.588955
2118,77.926956,-5.293136
2119,-2.7349844,-5.3718195
2120,-24.542856,26.785282
2121,2.221075,2.7822132
2122,35.894997,37.203217
2123,-55.03449,7.531823
2124,-9.622098,53.77454
2125,14.99005,17.987097
2126,4.3632107,-47.127777
2127,69.83279,7.339611
2128,24.485655,18.62031
2129,21.997345,-29.21587
2130,-36.718903,37.984695
2131,61.34541,-36.407536
2132,-58.644146,44.996807
2133,-4.1709294,-50.382828
2134,-38.30492,-13.383957
2135,-23.141966,-53.931404
2136,-64.85721,-30.244925
2137,-32.820007,-35.395187
2138,-1.5400221,-28.044525
2139,37.739204,10.894736
2140,66.955414,-21.083714
2141,-50.404346,60.173515
2142,15.034549,30.007483
2143,-49.869854,21.68757
2144,60.834476,-27.998802
2145,84.099464,19.575672
2146,2.1591647,18.066683
2147,-32.11671,46.572147
2148,-15.788834,54.20457
2149,-38.16003,20.295965
2150,51.600773,-38.93834
2151,39.49771,5.1585364
2152,0.5650981,4.788041
2153,27.408531,-7.746165
2154,-33.92488,-46.053253
2155,64.61183,10.8266535
2156,57.808308,-46.58854
2157,3.130748,-32.64174
2158,9.642083,-36.125668
2159,-37.229904,-6.0662374
2160,59.495037,-43.782486
2161,-35.735683,58.248787
2162,28.447538,25.23701
2163,5.229288,17.013426
2164,-46.9085,-29.414885
2165,-11.687243,30.593777
2166,-64.905304,-30.133463
2167,-67.95474,24.88728
2168,5.2937474,-34.539467
2169,-13.280769,42.291016
2170,69.42753,-26.009548
2171,-59.635128,-26.115683
2172,-3.5912805,12.1327095
2173,-16.77703,33.423405
2174,24.28997,3.3015482
2175,-32.699894,-34.413574
2176,23.130098,-44.65489
2177,40.39407,16.431168
2178,69.71585,8.983944
2179,7.0320063,7.569488
2180,37.12208,18.374035
2181,-9.418118,64.25953
2182,34.442253,2.400101
2183,4.7889524,42.27956
2184,0.93324333,-43.846783
2185,17.174906,17.151499
2186,48.03664,-10.264896
2187,-62.094578,41.11477
2188,48.29364,10.825958
2189,-52.76165,4.994035
2190,57.16287,-2.57688
2191,-0.74040884,-29.964998
2192,36.344513,13.037932
2193,-55.88831,2.758351
2194,39.343094,-62.72647
2195,-56.593346,63.854183
2196,-42.075554,53.989548
2197,-36.182465,-39.755684
2198,8.203539,-36.683308
2199,30.603971,-59.26166
2200,17.959333,-52.146152
2201,2.3275113,59.97502
2202,-24.908682,28.995764
2203,5.070473,17.446531
2204,55.64629,-0.9044627
2205,-21.219559,24.015234
2206,-15.705841,41.185467
2207,-20.534218,-3.5165424
2208,6.0412683,15.882899
2209,58.58654,-4.149287
2210,54.34294,-42.64988
2211,3.6268032,18.351496
2212,-29.886372,39.869274
2213,-3.0206587,10.619474
2214,37.893585,18.774134
2215,30.175367,-59.379158
2216,-18.797136,59.53867
2217,78.83377,-9.017964
2218,-20.771578,43.260853
2219,-4.6641674,16.88336
2220,-57.64812,62.430202
2221,-18.367344,-56.10452
2222,36.491234,32.726757
2223,-19.787102,27.258648
2224,39.170544,18.365576
2225,5.3516965,9.491757
2226,57.713696,5.0326447
2227,-31.4754,64.02074
2228,-28.758457,-44.17137
2229,26.819187,43.12827
2230,30.58081,-5.873741
2231,61.42125,-54.106487
2232,-27.659481,36.901646
2233,8.471275,31.5785
2234,-50.11406,23.843729
2235,-17.237839,-60.908154
2236,63.455456,13.148281
2237,19.872232,35.46322
2238,-50.82484,24.458767
2239,-36.640316,-36.087357
2240,-49.162285,66.08651
2241,-31.445728,-12.316911
2242,2.4475315,-31.348026
2243,-58.202835,54.84855
2244,-37.366962,33.92359
2245,-34.98772,-30.921501
2246,2.4802976,3.1201153
2247,26.346647,25.877464
2248,9.816637,-26.071255
2249,-10.191322,54.13701
2250,-42.117477,21.957785
2251,-3.6315138,56.1263
2252,-59.250546,40.3537
2253,-12.356307,-25.583662
2254,-12.284372,-36.693832
2255,18.061659,11.698314
2256,-1.43596,57.432674
2257,-29.303055,68.372284
2258,-25.485668,-58.667618
2259,-9.183275,66.52158
2260,19.494,-42.6692
2261,-24.431725,-62.368877
2262,-60.169376,36.019646
2263,-7.562479,65.188866
2264,-11.744667,54.287098
2265,-22.26603,41.54835
2266,61.318966,-37.846355
2267,43.311073,-42.975475
2268,-72.30536,35.064247
2269,-3.672297,-36.573215
2270,-53.194912,17.571396
2271,-5.6274633,7.665803
2272,81.94493,-17.358854
2273,-25.322739,-47.57698
2274,-41.05449,55.967922
2275,-60.856365,41.307407
2276,-57.37539,-23.807362
2277,-28.40006,-44.233067
2278,-67.721954,38.05879
2279,37.235165,17.067997
2280,32.505405,7.836727
2281,28.037178,5.4715433
2282,9.977238,0.19583678
2283,-41.026386,-39.58547
2284,23.950235,18.393627
2285,-61.66662,44.514626
2286,66.503426,-33.23334
2287,-57.546124,-32.84355
2288,36.74208,5.064315
2289,-4.957936,18.736818
2290,-59.154537,39.96761
2291,22.130808,29.827875
2292,23.430471,27.293917
2293,-3.5481148,-39.68109
2294,78.14594,-20.223951
2295,67.48469,18.07695
2296,3.083006,-32.228214
2297,9.2365465,10.15719
2298,-1.6109415,-1.1931434
2299,-6.3909936,25.053741
2300,33.030834,37.10427
2301,-62.063225,33.535244
2302,-30.271482,-45.490734
2303,29.515938,0.4730964
2304,82.49651,-13.79946
2305,26.83842,-7.555418
2306,-20.14068,27.164963
2307,-22.673052,28.42107
2308,18.209135,-3.252801
2309,2.0624256,-1.9698386
2310,-27.38633,48.59293
2311,6.6884036,-37.359764
2312,18.69074,4.1959724
2313,-31.129707,67.29743
2314,-64.165886,9.488208
2315,-45.143326,-32.027054
2316,-49.32078,-31.662018
2317,-45.154613,61.50634
2318,60.045204,10.880148
2319,3.299211,43.854626
2320,-23.865864,62.65333
2321,66.23589,-28.455063
2322,17.695555,24.396685
2323,-21.42881,57.617603
2324,-50.574867,-37.429497
2325,39.784374,38.15129
2326,60.991577,1.5910717
2327,14.887961,39.30437
2328,81.3743,-0.6079853
2329,29.22766,-22.899443
2330,-9.748605,50.83747
2331,65.29971,-36.967594
2332,-62.72137,54.008694
2333,56.667244,1.7789624
2334,-67.35245,15.352087
2335,-51.152836,-35.15548
2336,-20.76108,19.591852
2337,76.320175,-22.014894
2338,-55.05015,69.044266
2339,-1.1205262,29.201845
2340,-2.751394,45.45869
2341,-9.208672,64.51074
2342,-13.178588,64.4467
2343,-33.421936,-36.600124
2344,-49.853928,68.42865
2345,-53.12445,46.120144
2346,12.365928,21.992628
2347,11.225636,-21.43499
2348,19.522398,8.781222
2349,-4.6346498,13.287642
2350,-0.67047924,-56.352695
2351,38.95987,3.85331
2352,62.023823,-28.283531
2353,-17.04235,-34.349804
2354,11.405569,-25.530447
2355,-45.78972,-50.577488
2356,-58.13861,-30.05358
2357,-37.184303,-49.659744
2358,-45.89209,-50.784397
2359,-34.499767,-35.497524
2360,65.6059,-32.174644
2361,-61.408314,28.90399
2362,-4.1656218,-7.025239
2363,-27.21562,41.02472
2364,32.465473,3.889572
2365,-71.132385,34.571674
2366,-42.94076,-42.007202
2367,49.236584,-44.214745
2368,-14.543642,41.098488
2369,24.983625,27.853317
2370,55.60178,-26.13241
2371,8.200723,52.03184
2372,-51.931644,55.120293
2373,-18.381147,31.50338
2374,1.3738885,-35.555077
2375,-0.37705055,58.30884
2376,81.59101,-1.2289952
2377,-66.80441,10.368112
2378,63.56563,23.17497
2379,-47.699856,-41.57128
2380,-1.8921999,60.218075
2381,-43.830013,34.006
2382,5.3200364,-21.185015
2383,53.04713,-55.788715
2384,52.83223,8.917658
2385,83.55355,-2.4541216
2386,-19.761837,44.42174
2387,-59.57323,-30.449902
2388,44.336437,-44.572235
2389,14.936228,30.002663
2390,-0.46477237,-41.497776
2391,15.454814,-54.539566
2392,32.646652,31.691345
2393,38.492996,11.915088
2394,-9.32619,57.293575
2395,52.928654,-6.927621
2396,28.452965,-32.507286
2397,-3.7612054,-34.34651
2398,-64.06259,-34.56351
2399,-66.98397,42.828346
2400,20.502058,39.735394
2401,-14.228849,32.492485
2402,-16.694725,43.95686
2403,56.447742,11.838902
2404,-14.828353,52.20003
2405,39.902466,2.9431825
2406,-24.942278,-36.140476
2407,-46.168816,67.92474
2408,21.433113,33.437298
2409,-21.704895,-54.651146
2410,50.017162,6.7611637
2411,-38.05179,-32.641495
2412,11.977071,-47.840908
2413,57.95973,22.408993
2414,-27.041027,29.11588
2415,7.588374,-40.27242
2416,-42.584156,-35.351326
2417,79.23297,2.8217802
2418,-26.676088,-49.902313
2419,8.4150505,3.4045289
2420,-13.574636,60.995872
2421,-58.9437,-31.696875
2422,-30.19248,-40.53721
2423,10.337017,31.309172
2424,28.389694,-1.3004615
2425,19.488209,28.749313
2426,-19.11733,38.5473
2427,22.595856,18.364191
2428,48.659492,-41.86612
2429,-1.8449225,-32.069477
2430,12.386163,11.139259
2431,37.984306,-8.932814
2432,1.5344362,-37.353294
2433,3.1155393,-33.268017
2434,-58.559917,-36.483284
2435,67.84405,17.724752
2436,3.0972602,57.467224
2437,10.566532,-55.6796
2438,-50.53125,46.76021
2439,0.16245869,-54.050175
2440,1.502966,42.89964
2441,19.57415,11.368256
2442,-55.092472,19.894516
2443,-41.284363,55.706875
2444,-48.81344,-28.773766
2445,-45.023624,45.78393
2446,6.1679964,-46.681683
2447,-38.205647,35.885704
2448,-33.39639,42.025215
2449,12.1728945,6.514972
2450,30.759258,6.0192127
2451,-3.62659,15.382901
2452,28.284063,26.756847
2453,15.921243,3.596848
2454,16.437555,27.45058
2455,79.49283,3.0125635
2456,-51.13107,46.749336
2457,-44.048706,22.93993
2458,57.63758,-48.78739
2459,-3.5589268,-37.65539
2460,10.73911,26.335924
2461,50.511677,5.0005016
2462,74.88429,9.570197
2463,-60.479088,35.48461
2464,0.07067354,59.892624
2465,64.23363,-42.905178
2466,49.41491,-53.439888
2467,-3.1887074,21.897064
2468,64.509964,-34.884544
2469,55.96336,-38.649155
2470,2.3336978,24.893312
2471,65.123695,-30.554422
2472,-38.846027,34.869026
2473,-54.30352,-41.594276
2474,-48.384445,17.310598
2475,-0.19289203,-29.855612
2476,80.234795,17.609777
2477,-33.17824,31.028429
2478,-16.227007,63.92172
2479,59.75829,15.832049
2480,-55.125637,7.5915565
2481,4.5928736,-36.61949
2482,-58.654438,48.47811
2483,56.877384,-47.217678
2484,-60.185406,37.597908
2485,75.3117,16.706343
2486,63.59279,-42.64068
2487,-31.278841,-9.606485
2488,-29.647734,31.534748
2489,-0.8930305,54.89147
2490,-65.931946,23.317432
2491,16.392761,-43.45904
2492,72.55698,5.3468757
2493,-30.731327,47.797173
2494,-31.753237,64.8172
2495,20.061861,-37.416794
2496,-3.939661,-41.1009
2497,-34.63887,29.803566
2498,-2.998166,52.146587
2499,-6.7779684,50.149853
2500,-24.749414,-46.57095
2501,28.225105,-5.6808095
2502,31.547527,41.38027
2503,22.156013,-40.33606
2504,-63.83279,-26.083546
2505,-43.252422,61.504086
2506,57.59717,9.456112
2507,-52.62507,11.728772
2508,59.59539,-41.297607
2509,-18.934399,16.855646
2510,-21.996086,-50.036922
2511,28.224491,7.5421824
2512,9.555294,28.500362
2513,-26.11415,-39.627636
2514,-16.941837,48.737
2515,5.460275,-12.429344
2516,-12.182323,59.463593
2517,10.0701885,-51.232864
2518,-21.308346,-4.9979453
2519,-38.18876,-38.629723
2520,9.56804,8.648632
2521,-72.2855,35.042416
2522,25.655348,19.043785
2523,-22.4075,44.84576
2524,-31.746939,-44.58694
2525,8.608512,-5.2929463
2526,31.686031,24.478907
2527,55.16836,3.7306442
2528,-26.139565,49.097134
2529,-38.77,-47.287304
2530,-21.40877,35.995964
2531,65.2894,14.91922
2532,-34.307785,-30.890112
2533,7.5585456,-21.297796
2534,30.145773,20.64791
2535,64.59408,-19.712269
2536,79.393105,10.455058
2537,-19.53611,37.898968
2538,-31.173923,37.243065
2539,-45.924904,24.437855
2540,66.34901,24.461555
2541,-48.321102,-32.16419
2542,49.13413,-24.526712
2543,-15.824765,-12.0753145
2544,-52.267944,44.7982
2545,23.04655,11.828251
2546,-35.084396,-3.2219903
2547,-50.33083,27.960732
2548,-50.093792,38.178856
2549,13.299204,2.1210668
2550,5.6303983,11.321126
2551,18.423773,15.004929
2552,4.0196824,22.163418
2553,-38.85361,-42.23666
2554,-28.42837,-9.304868
2555,38.994835,1.2653276
2556,25.587904,28.521294
2557,53.852364,4.900372
2558,2.2592971,-14.390931
2559,26.510626,4.089375
2560,13.697098,-25.192627
2561,-11.290973,3.5305164
2562,37.577015,-49.39246
2563,-59.66577,45.173264
2564,-52.36993,12.985472
2565,-45.437267,66.15686
2566,16.188368,3.759188
2567,-60.407948,41.148182
2568,63.509758,23.145435
2569,34.63545,17.648182
2570,-25.73747,42.757927
2571,51.704506,1.0104101
2572,13.937269,-35.078808
2573,-3.733767,-1.027446
2574,19.71747,18.195978
2575,20.904827,16.338451
2576,-44.897144,-29.551022
2577,-45.943527,33.211987
2578,-15.294125,-48.158165
2579,-3.0650678,13.606088
2580,45.000404,-44.29618
2581,-37.23026,-6.56706
2582,-46.18868,12.974288
2583,21.823565,18.094622
2584,-7.8924737,12.748458
2585,-23.70678,53.275368
2586,9.17243,-4.664372
2587,33.115204,32.976387
2588,-48.574078,64.37591
2589,-19.89822,53.73328
2590,-44.368134,-44.00317
2591,-59.920544,41.83466
2592,68.34254,3.7511065
2593,67.70153,7.1536956
2594,32.95979,6.041466
2595,-49.922512,63.354134
2596,11.328408,-36.834415
2597,17.957329,39.8887
2598,-1.5024519,-7.1477766
2599,-47.5582,-39.02892
2600,3.9747818,19.049414
2601,41.991722,-41.848934
2602,8.526556,-36.302387
2603,-37.847183,41.91061
2604,31.47556,7.5979147
2605,-49.66541,58.860004
2606,33.067596,14.558769
2607,-11.539067,-58.071827
2608,-0.1460605,9.084091
2609,65.89457,-24.592213
2610,-2.5050218,-25.858223
2611,-16.06735,-5.5794816
2612,-62.2518,-31.005445
2613,-5.469603,54.88896
2614,5.801021,5.0064216
2615,-19.54822,28.776741
2616,16.581156,22.411266
2617,-4.9764676,-25.984821
2618,28.766954,-10.652189
2619,63.08055,-0.41828173
2620,33.77742,-56.11229
2621,20.628006,-49.36517
2622,-50.62568,50.708397
2623,21.623665,8.945791
2624,17.72056,12.687485
2625,2.5591445,-38.832333
2626,-48.836754,-43.30457
2627,78.725266,-3.5576966
2628,-48.741364,26.895462
2629,24.002623,13.413234
2630,-4.6031785,62.222675
2631,55.03486,-39.487156
2632,35.70225,40.16905
2633,-40.109337,24.038403
2634,29.928669,0.24387473
2635,-21.306355,-39.168144
2636,40.711308,21.36504
2637,-4.5580025,69.51268
2638,82.13278,-12.386373
2639,19.162865,-11.463837
2640,0.09295098,-0.47355503
2641,77.29345,-20.604795
2642,-50.45918,48.114754
2643,49.271305,-53.920464
2644,7.0931067,-7.147266
2645,-24.184782,49.052982
2646,-58.905598,44.907127
2647,28.278395,3.0623262
2648,10.776838,-3.1534946
2649,82.82936,-4.6265244
2650,-6.7496347,8.941886
2651,37.2807,-41.854294
2652,2.3160572,-38.87446
2653,-33.279556,-7.5938225
2654,-55.955673,-38.39418
2655,-26.452454,-49.61549
2656,54.154057,14.276836
2657,62.851315,12.601522
2658,-22.658327,40.685528
2659,-32.95514,16.249056
2660,52.958935,13.693612
2661,-34.174995,-44.602226
2662,18.605118,-37.675007
2663,27.747974,42.17412
2664,8.31934,-50.42042
2665,-48.20968,30.250746
2666,-62.372093,43.669033
2667,0.82736087,11.371775
2668,81.897385,-17.416267
2669,-0.15539587,-44.35593
2670,23.684404,34.60125
2671,-64.18132,9.442289
2672,53.393894,-39.719795
2673,-18.965527,61.72453
2674,-59.191284,-26.059418
2675,-8.66687,48.81445
2676,-32.804634,-42.074986
2677,45.041492,-61.230167
2678,-20.389837,64.67272
2679,6.2678666,-39.085434
2680,-12.352757,53.14069
2681,23.979963,-6.690313
2682,-23.639133,-10.030969
2683,-18.119007,46.242237
2684,-57.887123,63.928967
2685,-23.049332,61.88418
2686,23.532227,32.84796
2687,64.04729,16.35755
2688,-56.0649,-32.081238
2689,-32.236637,-31.523329
2690,15.456646,11.333701
2691,1.2116659,14.938382
2692,-42.959797,55.24084
2693,-39.025978,-47.281406
2694,-42.50332,54.23876
2695,5.887164,51.591724
2696,-17.627026,56.43854
2697,-14.960261,59.82898
2698,-19.730425,3.6569574
2699,15.499367,-47.95605
2700,-47.55931,57.91508
2701,-20.573345,33.436714
2702,69.53229,-32.10673
2703,69.59153,22.612465
2704,-55.29929,-25.616863
2705,-64.47014,-34.94579
2706,-51.79078,-26.787844
2707,63.703587,11.054845
2708,-18.63999,47.712944
2709,-15.911295,50.971485
2710,-46.67456,57.69217
2711,12.112052,-20.16922
2712,30.725647,0.35687345
2713,-5.6134076,0.7434698
2714,69.09147,10.221636
2715,-38.726044,38.791897
2716,32.938305,0.45624286
2717,59.633713,10.270165
2718,52.807236,-36.035686
2719,-25.70435,-53.72787
2720,-40.09083,38.54107
2721,9.713743,-42.120926
2722,-60.749012,-26.128313
2723,36.467205,35.503063
2724,7.29369,9.563242
2725,-30.694,-48.365864
2726,15.930954,-35.136726
2727,19.427517,20.496391
2728,72.68957,-28.116907
2729,18.75567,-49.07022
2730,-23.159279,24.720142
2731,22.830002,4.433287
2732,50.27317,-45.967537
2733,56.559853,-2.3067324
2734,-22.12372,-63.74574
2735,-26.569431,45.74498
2736,-54.078297,16.056435
2737,56.06308,-38.126
2738,62.307884,-27.373579
2739,-1.0063174,10.098906
2740,-43.614735,18.886883
2741,12.736019,-35.952473
2742,-9.102952,66.13392
2743,-13.221364,7.236693
2744,-7.258497,11.771754
2745,39.777203,5.9468474
2746,-18.98128,-54.864353
2747,63.159428,20.078505
2748,52.171696,10.643607
2749,-48.571884,64.41364
2750,1.8906615,-10.99669
2751,44.666298,-35.270706
2752,25.383083,-42.891132
2753,-16.10208,-58.339054
2754,69.326004,-32.11669
2755,-28.019037,44.211212
2756,37.319195,4.5062456
2757,-55.54073,-31.815332
2758,22.810118,35.11201
2759,61.745796,-40.46123
2760,-32.965504,12.819782
2761,58.96919,5.449794
2762,55.540993,-39.769363
2763,56.116295,8.874241
2764,56.598198,4.4324074
2765,64.74134,8.210872
2766,58.74939,-35.930676
2767,34.246647,34.30941
2768,10.582555,17.74518
2769,-40.0203,34.032166
2770,1.629668,38.026627
2771,-24.567064,41.143032
2772,-31.581251,-13.717547
2773,9.051939,46.91699
2774,6.273706,19.072266
2775,15.429166,22.783594
2776,17.957783,14.587125
2777,63.72878,1.9958246
2778,-17.542896,36.377403
2779,69.86341,19.651741
2780,43.058903,-2.1799085
2781,-21.186283,58.738853
2782,45.2035,-40.780624
2783,0.1519048,-0.54033625
2784,10.158306,-36.319424
2785,24.969448,11.83948
2786,-36.47874,-30.296423
2787,12.199126,-24.884632
2788,-36.914677,-36.932106
2789,-15.923793,-64.03993
2790,-36.85265,-2.1439574
2791,50.527622,-35.15128
2792,-36.97084,62.1097
2793,-12.2078285,7.497684
2794,52.48311,9.855843
2795,62.371708,-45.96847
2796,59.720425,-40.50922
2797,12.878654,16.92116
2798,-20.911081,-4.572187
2799,25.813648,-1.5322126
2800,3.8165653,8.733864
2801,72.99015,-29.797882
2802,71.98453,13.0591545
2803,-53.898468,-32.867928
2804,-13.155548,41.867832
2805,-38.742058,-14.0160265
2806,-16.04934,42.269
2807,39.814205,5.7912097
2808,-50.392265,47.788197
2809,11.926945,29.909935
2810,44.794216,12.492297
2811,84.12736,-11.685825
2812,-17.431108,50.19479
2813,33.80781,7.421043
2814,25.652245,25.316584
2815,-65.7596,-29.507238
2816,-25.916254,-50.786297
2817,64.63652,4.2539124
2818,-24.901062,7.982138
2819,-18.088043,31.774527
2820,-51.63298,28.465195
2821,55.151752,4.01011
2822,-51.874508,-35.64117
2823,-55.300293,25.48445
2824,54.508213,3.0497098
2825,-62.564907,-29.117214
2826,71.29797,-34.67186
2827,-45.367977,-29.547407
2828,-23.084234,14.847075
2829,16.128551,19.052841
2830,66.238144,-25.747862
2831,42.68996,-41.568115
2832,16.439508,-7.1003222
2833,-55.840782,67.95019
2834,40.198677,21.36409
2835,-18.568573,36.908978
2836,-56.934162,69.23666
2837,-71.15343,30.104864
2838,-1.9994204,-28.90322
2839,6.2737994,26.63189
2840,27.924086,5.1614375
2841,-50.660816,51.90204
2842,76.81249,17.502014
2843,-54.02379,5.4725375
2844,-61.812443,47.31823
2845,4.663604,50.566334
2846,52.006237,-40.866497
2847,-24.788483,38.206436
2848,15.691322,-31.923494
2849,-24.859507,-1.5084466
2850,38.683746,-19.758112
2851,-31.257055,66.9456
2852,8.78139,7.9232183
2853,7.5393596,15.079545
2854,-40.24735,21.212801
2855,-40.41269,-10.997266
2856,-0.8017336,8.060646
2857,-23.19114,53.56725
2858,-10.457137,66.16302
2859,9.588908,11.161509
2860,47.975407,-40.920567
2861,-4.631893,-49.07575
2862,-8.510035,5.8522496
2863,-40.18207,38.99178
2864,31.16559,39.924202
2865,22.807308,6.4725833
2866,59.709446,-35.828842
2867,-43.203438,-30.750174
2868,-55.42194,-32.17889
2869,-7.2640924,-6.03093
2870,-23.791895,53.255184
2871,13.612736,-3.3561175
2872,-4.404755,50.773872
2873,63.078495,11.870839
2874,-54.906628,21.16711
2875,-37.390877,34.570858
2876,44.847958,-40.004948
2877,-48.591736,-21.394339
2878,-51.327465,-44.75449
2879,-21.325197,24.148172
2880,-35.3738,-43.034653
2881,37.635017,10.875469
2882,41.974262,37.44936
2883,-36.399273,27.646769
2884,27.061115,-0.06121162
2885,-30.587254,-50.81216
2886,-10.602797,42.12857
2887,-61.70534,36.62434
2888,-48.377598,19.467667
2889,-1.4881169,53.83739
2890,-53.47536,22.098734
2891,17.056719,-40.389866
2892,-35.7834,58.944614
2893,37.18162,34.67996
2894,65.66462,21.406788
2895,3.504544,11.639854
2896,59.793427,22.36537
2897,-9.866091,-7.030339
2898,-20.913313,43.245514
2899,57.59787,12.580978
2900,-15.443774,53.13198
2901,-46.88989,-22.902891
2902,-66.06119,-30.067053
2903,20.000492,23.413052
2904,18.30614,-41.324554
2905,8.681001,34.429386
2906,28.969913,20.879171
2907,-6.8947954,58.01665
2908,-9.207384,65.527725
2909,5.7785664,-8.371769
2910,12.889348,-35.15209
2911,-8.053008,-13.039358
2912,-43.889862,-32.070522
2913,15.829355,17.087595
2914,15.7402525,11.518519
2915,-51.607414,32.090504
2916,-48.140015,48.162056
2917,-17.239689,48.363426
2918,30.7119,-27.826195
2919,10.445437,26.69936
2920,75.17893,-36.240807
2921,28.294695,-3.3573248
2922,22.950747,11.704879
2923,-49.368427,47.405373
2924,24.280367,19.809479
2925,-35.443398,-25.025097
2926,-28.25816,46.611607
2927,39.24564,37.611706
2928,-33.912178,-51.787563
2929,-4.568413,68.11367
2930,-56.218075,5.2923007
2931,12.956977,1.3363374
2932,80.296555,-12.953082
2933,52.0037,-39.555187
2934,-34.22662,63.641563
2935,-3.0905547,22.0922
2936,-4.657238,62.405315
2937,58.613117,-5.4456472
2938,-21.893951,25.08486
2939,23.28523,28.14815
2940,13.8351555,-54.59185
2941,-39.758656,57.111557
2942,56.531593,10.301735
2943,-52.06543,-25.23817
2944,57.62955,-0.13508968
2945,-49.369602,-7.364238
2946,-11.812509,-59.663097
2947,54.182133,-50.47041
2948,24.938826,25.05272
2949,-9.408635,5.6540747
2950,-43.263306,-38.678562
2951,10.398435,-6.7187295
2952,34.317543,-2.070125
2953,23.468082,8.068582
2954,71.654724,-2.243621
2955,28.569685,-20.660532
2956,17.040632,22.410065
2957,-35.581352,-14.455546
2958,-36.005085,34.927364
2959,-2.624957,-44.40422
2960,3.0865326,18.348001
2961,-49.755493,31.967487
2962,51.16586,5.505666
2963,5.976631,52.426346
2964,-26.296333,48.409817
2965,-39.06542,-39.54536
2966,-24.876846,55.136322
2967,-61.454224,46.341465
2968,-52.453125,20.876034
2969,-35.78551,-14.876576
2970,23.176464,20.650375
2971,2.3084822,-33.237194
2972,65.44853,3.6081583
2973,-24.540142,51.899746
2974,-36.786217,-50.245106
2975,-10.426165,-4.904228
2976,46.992878,-35.42507
2977,5.9175878,-24.12968
2978,19.75442,-2.840954
2979,-26.904596,39.326283
2980,66.13261,-29.274801
2981,18.843851,-36.587414
2982,-46.14832,-35.282185
2983,-21.29148,58.370586
2984,-45.591885,-32.1535
2985,29.564556,4.328935
2986,3.843194,-9.480945
2987,7.3984227,-2.4610136
2988,53.236645,13.191654
2989,20.580694,6.017382
2990,-4.618471,26.648912
2991,26.016882,20.02836
2992,26.209322,-3.101751
2993,-51.406403,18.421598
2994,63.766853,-33.3805
2995,-65.13344,-35.286366
2996,69.44829,21.358545
2997,-46.3111,-32.79891
2998,-9.695061,59.838223
2999,54.873142,13.996705
3000,48.67903,-42.869434
3001,-26.674417,46.5156
3002,0.15868247,9.013609
3003,-53.12368,-33.806145
3004,-0.982869,-54.801556
3005,-48.209927,-37.568867
3006,-29.939308,47.887836
3007,-26.398848,-10.124662
3008,-32.025578,44.235836
3009,-52.538464,13.993391
3010,20.768766,17.770378
3011,-58.346203,63.99471
3012,-8.7003355,0.82953775
3013,76.944466,-9.428991
3014,-42.11807,-34.911297
3015,23.067484,17.387732
3016,68.47454,24.62707
3017,-19.879993,33.43237
3018,37.205708,-51.436916
3019,-29.936716,-42.83765
3020,66.49775,19.401121
3021,-55.96168,61.71234
3022,-32.31208,-9.3115425
3023,14.842125,27.849012
3024,2.6679718,53.465015
3025,-9.42576,49.336555
3026,-10.621368,-57.113796
3027,-35.16975,-34.696163
3028,-37.08444,-13.764097
3029,-20.638292,33.12138
3030,-40.418243,-34.429436
3031,65.46428,-22.625036
